timestamp_utc,unix_ts,outcome,price
2026-08-03T04:02:35+00:00,1785729755,Arnold Allen,0.4035
2026-08-03T05:02:35+00:00,1785733355,Arnold Allen,0.42
2026-08-03T06:02:35+00:00,1785736955,Arnold Allen,0.4348
2026-08-03T07:02:35+00:00,1785740555,Arnold Allen,0.4268
2026-08-03T08:02:35+00:00,1785744155,Arnold Allen,0.4323
2026-08-03T09:02:35+00:00,1785747755,Arnold Allen,0.4367
2026-08-03T10:02:35+00:00,1785751355,Arnold Allen,0.4228
2026-08-03T11:02:35+00:00,1785754955,Arnold Allen,0.4333
2026-08-03T12:02:35+00:00,1785758555,Arnold Allen,0.4349
2026-08-03T13:02:35+00:00,1785762155,Arnold Allen,0.446
2026-08-03T14:02:35+00:00,1785765755,Arnold Allen,0.4472
2026-08-03T15:02:35+00:00,1785769355,Arnold Allen,0.4273
2026-08-03T16:02:35+00:00,1785772955,Arnold Allen,0.4202
2026-08-03T17:02:35+00:00,1785776555,Arnold Allen,0.401
2026-08-03T18:02:35+00:00,1785780155,Arnold Allen,0.4182
2026-08-03T19:02:35+00:00,1785783755,Arnold Allen,0.4333
2026-08-03T20:02:35+00:00,1785787355,Arnold Allen,0.4466
2026-08-03T21:02:35+00:00,1785790955,Arnold Allen,0.4389
2026-08-03T22:02:35+00:00,1785794555,Arnold Allen,0.4212
2026-08-03T23:02:35+00:00,1785798155,Arnold Allen,0.4363
2026-08-04T00:02:35+00:00,1785801755,Arnold Allen,0.4542
2026-08-04T01:02:35+00:00,1785805355,Arnold Allen,0.4376
2026-08-04T02:02:35+00:00,1785808955,Arnold Allen,0.4371
2026-08-04T03:02:35+00:00,1785812555,Arnold Allen,0.4198
2026-08-04T04:02:35+00:00,1785816155,Arnold Allen,0.4303
2026-08-04T05:02:35+00:00,1785819755,Arnold Allen,0.4409
2026-08-04T06:02:35+00:00,1785823355,Arnold Allen,0.426
2026-08-04T07:02:35+00:00,1785826955,Arnold Allen,0.425
2026-08-04T08:02:35+00:00,1785830555,Arnold Allen,0.427
2026-08-04T09:02:35+00:00,1785834155,Arnold Allen,0.4176
2026-08-04T10:02:35+00:00,1785837755,Arnold Allen,0.4325
2026-08-04T11:02:35+00:00,1785841355,Arnold Allen,0.4295
2026-08-04T12:02:35+00:00,1785844955,Arnold Allen,0.4179
2026-08-04T13:02:35+00:00,1785848555,Arnold Allen,0.4195
2026-08-04T14:02:35+00:00,1785852155,Arnold Allen,0.4287
2026-08-04T15:02:35+00:00,1785855755,Arnold Allen,0.4168
2026-08-04T16:02:35+00:00,1785859355,Arnold Allen,0.4092
2026-08-04T17:02:35+00:00,1785862955,Arnold Allen,0.429
2026-08-04T18:02:35+00:00,1785866555,Arnold Allen,0.435
2026-08-04T19:02:35+00:00,1785870155,Arnold Allen,0.4325
2026-08-04T20:02:35+00:00,1785873755,Arnold Allen,0.4332
2026-08-04T21:02:35+00:00,1785877355,Arnold Allen,0.4181
2026-08-04T22:02:35+00:00,1785880955,Arnold Allen,0.4071
2026-08-04T23:02:35+00:00,1785884555,Arnold Allen,0.4006
2026-08-05T00:02:35+00:00,1785888155,Arnold Allen,0.4041
2026-08-05T01:02:35+00:00,1785891755,Arnold Allen,0.3933
2026-08-05T02:02:35+00:00,1785895355,Arnold Allen,0.3821
2026-08-05T03:02:35+00:00,1785898955,Arnold Allen,0.365
2026-08-05T04:02:35+00:00,1785902555,Arnold Allen,0.3702
2026-08-05T05:02:35+00:00,1785906155,Arnold Allen,0.3594
2026-08-05T06:02:35+00:00,1785909755,Arnold Allen,0.3756
2026-08-05T07:02:35+00:00,1785913355,Arnold Allen,0.39
2026-08-05T08:02:35+00:00,1785916955,Arnold Allen,0.3728
2026-08-05T09:02:35+00:00,1785920555,Arnold Allen,0.3623
2026-08-05T10:02:35+00:00,1785924155,Arnold Allen,0.3691
